customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_value,customer_title
991,147.0,6,2655.6,1,3,2,132,almost lost customer
992,203.0,1,1028.76,1,1,1,111,lost customer
993,0.0,9,2738.89,4,4,2,442,platinum customer
994,42.0,5,2069.64,3,2,2,322,potential customer
995,11.0,7,6764.67,4,3,4,434,platinum customer
996,63.0,5,4593.26,2,2,4,224,losing customer
997,59.0,7,2923.29,2,3,3,233,losing customer
998,321.0,2,585.45,1,1,1,111,lost customer
999,76.0,9,8413.66,2,4,4,244,late bloomer
1000,0.0,9,5383.48,4,4,4,444,platinum customer
1001,42.0,7,2884.1899999999996,3,3,3,333,recent customer
1002,155.0,4,2254.56,1,1,2,112,lost customer
1003,47.0,9,5300.380000000001,2,4,4,244,late bloomer
1004,203.0,6,3600.94,1,3,3,133,high risk customer
1005,159.0,5,4365.25,1,2,4,124,almost lost customer
1006,37.0,8,4687.530000000001,3,4,4,344,recent customer
1007,20.0,6,3468.58,3,3,3,333,recent customer
1008,17.0,4,2523.5299999999997,4,1,2,412,becoming loyal
1009,54.0,4,2370.7799999999997,2,1,2,212,high risk customer
1010,126.0,3,386.36,1,1,1,111,lost customer
1011,242.0,3,1399.44,1,1,1,111,lost customer
1012,9.0,4,2704.3900000000003,4,1,2,412,becoming loyal
1013,95.0,6,2463.79,1,3,2,132,almost lost customer
1014,4.0,7,3933.79,4,3,3,433,very loyal
1015,26.0,6,2136.87,3,3,2,332,recent customer
1016,66.0,6,1087.02,2,3,1,231,losing customer
1017,226.0,3,2858.89,1,1,3,113,almost lost customer
1018,26.0,5,2497.8,3,2,2,322,potential customer
1019,42.0,4,2340.4300000000003,3,1,2,312,potential customer
1020,89.0,4,1531.9,1,1,1,111,lost customer
1021,28.0,8,5048.259999999999,3,4,4,344,recent customer
1022,83.0,5,6444.49,2,2,4,224,losing customer
1023,125.0,2,492.65,1,1,1,111,lost customer
1024,34.0,8,4560.5599999999995,3,4,4,344,recent customer
1025,60.0,8,1800.12,2,4,2,242,late bloomer
1026,29.0,6,1313.78,3,3,1,331,recent customer
1027,24.0,6,1449.4399999999998,3,3,1,331,recent customer
1028,8.0,7,7562.6799999999985,4,3,4,434,platinum customer
1029,30.0,6,3660.0600000000004,3,3,3,333,recent customer
1030,39.0,8,4698.6,3,4,4,344,recent customer
1031,46.0,2,1320.52,2,1,1,211,high risk customer
1032,30.0,8,3191.12,3,4,3,343,recent customer
1033,14.0,8,6836.4400000000005,4,4,4,444,platinum customer
1034,104.0,2,1033.56,1,1,1,111,lost customer
1035,13.0,3,485.46000000000015,4,1,1,411,becoming loyal
1036,162.0,5,3787.0,1,2,3,123,almost lost customer
1037,73.0,7,2257.88,2,3,2,232,losing customer
1038,12.0,4,2079.2000000000003,4,1,2,412,becoming loyal
1039,52.0,7,5259.0,2,3,4,234,late bloomer
1040,161.0,4,1768.4300000000003,1,1,1,111,lost customer
1041,20.0,4,2292.5099999999998,3,1,2,312,potential customer
1042,35.0,3,2771.37,3,1,2,312,potential customer
1043,170.0,7,5718.210000000001,1,3,4,134,high risk customer
1044,112.0,5,2205.27,1,2,2,122,almost lost customer
1045,113.0,3,2038.5800000000002,1,1,2,112,lost customer
1046,52.0,5,1985.1000000000001,2,2,2,222,losing customer
1047,57.0,7,2026.54,2,3,2,232,losing customer
1048,133.0,6,1600.6699999999998,1,3,1,131,almost lost customer
1049,32.0,10,4486.320000000001,3,4,4,344,recent customer
1050,26.0,6,2535.63,3,3,2,332,recent customer
1051,179.0,5,1294.6899999999998,1,2,1,121,almost lost customer
1052,0.0,6,3260.3199999999997,4,3,3,433,very loyal
1053,139.0,3,1566.26,1,1,1,111,lost customer
1054,5.0,8,3406.16,4,4,3,443,platinum customer
1055,206.0,2,343.24,1,1,1,111,lost customer
1056,24.0,7,3954.42,3,3,3,333,recent customer
1057,112.0,3,2488.8,1,1,2,112,lost customer
1058,116.0,3,759.57,1,1,1,111,lost customer
1059,22.0,2,1618.8300000000002,3,1,1,311,late bloomer
1060,187.0,6,2475.2799999999997,1,3,2,132,almost lost customer
1061,24.0,6,1137.94,3,3,1,331,recent customer
1062,2.0,6,4450.85,4,3,4,434,platinum customer
1063,46.0,6,3112.6900000000005,2,3,3,233,losing customer
1064,139.0,3,1398.3999999999999,1,1,1,111,lost customer
1065,79.0,6,2753.3199999999997,2,3,2,232,losing customer
1066,166.0,3,1396.98,1,1,1,111,lost customer
1067,232.0,2,741.97,1,1,1,111,lost customer
1068,4.0,14,4841.71,4,4,4,444,platinum customer
1069,204.0,5,1982.69,1,2,2,122,almost lost customer
1070,0.0,4,3559.49,4,1,3,413,becoming loyal
1071,39.0,6,3359.09,3,3,3,333,recent customer
1072,46.0,3,2102.32,2,1,2,212,high risk customer
1073,17.0,6,2723.99,4,3,2,432,very loyal
1074,16.0,8,4053.6800000000003,4,4,3,443,platinum customer
1075,67.0,6,2242.1199999999994,2,3,2,232,losing customer
1076,9.0,12,8104.540000000001,4,4,4,444,platinum customer
1077,5.0,6,1658.4500000000003,4,3,1,431,very loyal
1078,18.0,5,899.97,4,2,1,421,very loyal
1079,17.0,4,2306.99,4,1,2,412,becoming loyal
1080,47.0,3,1857.62,2,1,2,212,high risk customer
1081,11.0,5,3227.8900000000003,4,2,3,423,very loyal
1082,47.0,5,2832.7000000000003,2,2,3,223,losing customer
1083,266.0,2,880.99,1,1,1,111,lost customer
1084,4.0,10,6522.830000000001,4,4,4,444,platinum customer
1085,64.0,4,1081.65,2,1,1,211,high risk customer
1086,13.0,9,4705.65,4,4,4,444,platinum customer
1087,14.0,3,1521.5700000000002,4,1,1,411,becoming loyal
1088,13.0,6,3595.32,4,3,3,433,very loyal
1089,151.0,7,2349.2900000000004,1,3,2,132,almost lost customer
1090,71.0,7,1529.0100000000002,2,3,1,231,losing customer
1091,4.0,10,4183.81,4,4,4,444,platinum customer
1092,202.0,5,1245.27,1,2,1,121,almost lost customer
1093,99.0,9,7159.6900000000005,1,4,4,144,high risk customer
1094,43.0,7,3632.3,3,3,3,333,recent customer
1095,14.0,4,4498.34,4,1,4,414,very loyal
1096,55.0,5,2086.8500000000004,2,2,2,222,losing customer
1097,188.0,3,666.7899999999998,1,1,1,111,lost customer
1098,8.0,8,3879.1399999999994,4,4,3,443,platinum customer
1099,110.0,2,183.1999999999999,1,1,1,111,lost customer
1100,45.0,3,1051.23,3,1,1,311,late bloomer
1101,113.0,5,4267.42,1,2,4,124,almost lost customer
1102,21.0,8,5025.4400000000005,3,4,4,344,recent customer
1103,32.0,12,7367.880000000001,3,4,4,344,recent customer
1104,11.0,7,2568.9700000000003,4,3,2,432,very loyal
1105,16.0,2,2712.5699999999997,4,1,2,412,becoming loyal
1106,24.0,9,5691.610000000001,3,4,4,344,recent customer
1107,48.0,5,1843.57,2,2,2,222,losing customer
1108,12.0,4,1338.61,4,1,1,411,becoming loyal
1109,208.0,3,683.2,1,1,1,111,lost customer
1110,17.0,6,4574.099999999999,4,3,4,434,platinum customer
1111,20.0,7,2561.15,3,3,2,332,recent customer
1112,108.0,3,1217.23,1,1,1,111,lost customer
1113,26.0,9,6072.4800000000005,3,4,4,344,recent customer
1114,64.0,4,1774.1199999999997,2,1,1,211,high risk customer
1115,2.0,9,4631.2300000000005,4,4,4,444,platinum customer
1116,7.0,3,4053.92,4,1,3,413,becoming loyal
1117,136.0,9,2524.5299999999997,1,4,2,142,high risk customer
1118,38.0,4,1858.97,3,1,2,312,potential customer
1119,98.0,6,4825.85,1,3,4,134,high risk customer
1120,1.0,5,912.9400000000003,4,2,1,421,very loyal
1121,7.0,2,327.07000000000016,4,1,1,411,becoming loyal
1122,26.0,5,3026.3900000000003,3,2,3,323,potential customer
1123,10.0,5,4235.799999999999,4,2,4,424,very loyal
1124,44.0,3,2742.04,3,1,2,312,potential customer
1125,29.0,5,2839.93,3,2,3,323,potential customer
1126,19.0,4,2135.37,3,1,2,312,potential customer
1127,136.0,4,2285.05,1,1,2,112,lost customer
1128,26.0,5,3388.35,3,2,3,323,potential customer
1129,26.0,13,6790.6900000000005,3,4,4,344,recent customer
1130,117.0,5,3784.9799999999996,1,2,3,123,almost lost customer
1131,53.0,7,4703.330000000001,2,3,4,234,late bloomer
1132,44.0,8,3203.16,3,4,3,343,recent customer
1133,75.0,5,4618.8,2,2,4,224,losing customer
1134,3.0,6,1622.9800000000002,4,3,1,431,very loyal
1135,164.0,3,1758.9800000000002,1,1,1,111,lost customer
1136,35.0,5,3394.0999999999995,3,2,3,323,potential customer
1137,5.0,9,4837.19,4,4,4,444,platinum customer
1138,124.0,6,5174.44,1,3,4,134,high risk customer
1139,69.0,4,1434.57,2,1,1,211,high risk customer
1140,6.0,11,6541.049999999999,4,4,4,444,platinum customer
1141,133.0,5,772.0999999999999,1,2,1,121,almost lost customer
1142,38.0,4,1841.73,3,1,2,312,potential customer
1143,4.0,5,3277.7700000000004,4,2,3,423,very loyal
1144,17.0,7,5961.25,4,3,4,434,platinum customer
1145,13.0,2,1172.58,4,1,1,411,becoming loyal
1146,73.0,2,1294.4,2,1,1,211,high risk customer
1147,165.0,6,4173.67,1,3,4,134,high risk customer
1148,8.0,3,1689.75,4,1,1,411,becoming loyal
1149,188.0,4,2393.31,1,1,2,112,lost customer
1150,103.0,5,6308.28,1,2,4,124,almost lost customer
1151,75.0,5,3449.31,2,2,3,223,losing customer
1152,24.0,8,4516.139999999999,3,4,4,344,recent customer
1153,17.0,5,2501.78,4,2,2,422,very loyal
1154,131.0,6,958.3100000000001,1,3,1,131,almost lost customer
1155,29.0,7,2332.4500000000003,3,3,2,332,recent customer
1156,40.0,4,2559.66,3,1,2,312,potential customer
1157,85.0,7,5037.459999999999,2,3,4,234,late bloomer
1158,2.0,6,4437.32,4,3,4,434,platinum customer
1159,6.0,4,2352.2800000000007,4,1,2,412,becoming loyal
1160,163.0,3,684.5199999999999,1,1,1,111,lost customer
1161,12.0,4,2669.74,4,1,2,412,becoming loyal
1162,136.0,4,1675.3100000000002,1,1,1,111,lost customer
1163,48.0,5,1775.01,2,2,1,221,losing customer
1164,153.0,3,346.88999999999993,1,1,1,111,lost customer
1165,10.0,9,3286.3500000000004,4,4,3,443,platinum customer
1166,14.0,6,2539.7100000000005,4,3,2,432,very loyal
1167,10.0,4,2641.93,4,1,2,412,becoming loyal
1168,59.0,7,6128.860000000001,2,3,4,234,late bloomer
1169,62.0,7,4318.2,2,3,4,234,late bloomer
1170,86.0,5,3351.7,2,2,3,223,losing customer
1171,34.0,9,3879.3199999999997,3,4,3,343,recent customer
1172,44.0,5,3329.4700000000003,3,2,3,323,potential customer
1173,108.0,3,348.6199999999999,1,1,1,111,lost customer
1174,8.0,3,1854.13,4,1,2,412,becoming loyal
1175,218.0,2,1153.84,1,1,1,111,lost customer
1176,77.0,4,842.1499999999997,2,1,1,211,high risk customer
1177,87.0,8,2447.05,2,4,2,242,late bloomer
1178,44.0,8,5167.23,3,4,4,344,recent customer
1179,7.0,4,5068.4400000000005,4,1,4,414,very loyal
1180,59.0,4,2305.11,2,1,2,212,high risk customer
1181,44.0,10,4513.0599999999995,3,4,4,344,recent customer
1182,5.0,6,3597.45,4,3,3,433,very loyal
1183,153.0,5,4140.91,1,2,4,124,almost lost customer
1184,5.0,6,4314.89,4,3,4,434,platinum customer
1185,9.0,3,773.8100000000002,4,1,1,411,becoming loyal
1186,37.0,4,1369.65,3,1,1,311,late bloomer
1187,58.0,3,831.2499999999999,2,1,1,211,high risk customer
1188,18.0,2,2299.82,4,1,2,412,becoming loyal
1189,47.0,4,1472.66,2,1,1,211,high risk customer
1190,6.0,6,2008.23,4,3,2,432,very loyal
1191,43.0,8,1339.2700000000002,3,4,1,341,recent customer
1192,79.0,5,1397.3799999999997,2,2,1,221,losing customer
1193,36.0,4,962.2199999999998,3,1,1,311,late bloomer
1194,28.0,8,4148.57,3,4,4,344,recent customer
1195,19.0,5,3463.8100000000004,3,2,3,323,potential customer
1196,18.0,6,1455.3799999999999,4,3,1,431,very loyal
1197,7.0,4,1559.1300000000006,4,1,1,411,becoming loyal
1198,68.0,6,2323.92,2,3,2,232,losing customer
1199,43.0,8,2037.3199999999997,3,4,2,342,recent customer
1200,79.0,8,2844.8999999999996,2,4,3,243,late bloomer
1201,82.0,3,807.37,2,1,1,211,high risk customer
1202,85.0,2,412.8499999999999,2,1,1,211,high risk customer
1203,7.0,1,830.2399999999999,4,1,1,411,becoming loyal
1204,200.0,1,110.56,1,1,1,111,lost customer
1205,68.0,6,3731.75,2,3,3,233,losing customer
1206,83.0,2,889.72,2,1,1,211,high risk customer
1207,13.0,6,1108.1999999999998,4,3,1,431,very loyal
1208,77.0,5,3238.37,2,2,3,223,losing customer
1209,131.0,2,1809.69,1,1,2,112,lost customer
1210,17.0,8,4716.719999999999,4,4,4,444,platinum customer
1211,234.0,4,1495.9400000000003,1,1,1,111,lost customer
1212,71.0,3,2331.63,2,1,2,212,high risk customer
1213,69.0,7,5490.29,2,3,4,234,late bloomer
1214,23.0,4,3652.09,3,1,3,313,potential customer
1215,77.0,8,3118.9800000000005,2,4,3,243,late bloomer
1216,7.0,3,2141.64,4,1,2,412,becoming loyal
1217,10.0,7,3270.6099999999997,4,3,3,433,very loyal
1218,50.0,6,4540.57,2,3,4,234,late bloomer
1219,4.0,3,2015.72,4,1,2,412,becoming loyal
1220,66.0,5,2476.2700000000004,2,2,2,222,losing customer
1221,9.0,7,1500.4900000000002,4,3,1,431,very loyal
1222,51.0,3,667.99,2,1,1,211,high risk customer
1223,34.0,7,1544.81,3,3,1,331,recent customer
1224,47.0,7,4250.74,2,3,4,234,late bloomer
1225,58.0,4,2078.59,2,1,2,212,high risk customer
1226,24.0,5,937.4400000000005,3,2,1,321,potential customer
1227,61.0,12,4101.860000000001,2,4,4,244,late bloomer
1228,132.0,4,922.34,1,1,1,111,lost customer
1229,19.0,9,3005.63,3,4,3,343,recent customer
1230,76.0,2,617.98,2,1,1,211,high risk customer
1231,175.0,2,1718.6100000000001,1,1,1,111,lost customer
1232,4.0,9,5011.9,4,4,4,444,platinum customer
1233,14.0,9,6634.140000000001,4,4,4,444,platinum customer
1234,85.0,7,2048.65,2,3,2,232,losing customer
1235,81.0,2,3332.7999999999997,2,1,3,213,losing customer
1236,41.0,4,3078.59,3,1,3,313,potential customer
1237,23.0,10,5731.25,3,4,4,344,recent customer
1238,101.0,4,297.5799999999998,1,1,1,111,lost customer
1239,38.0,7,1795.2999999999997,3,3,2,332,recent customer
1240,5.0,4,3015.0499999999997,4,1,3,413,becoming loyal
1241,75.0,7,1844.56,2,3,2,232,losing customer
1242,17.0,2,1085.7400000000002,4,1,1,411,becoming loyal
1243,199.0,9,4544.16,1,4,4,144,high risk customer
1244,19.0,5,1968.68,3,2,2,322,potential customer
1245,71.0,7,2596.2300000000005,2,3,2,232,losing customer
1246,114.0,2,1769.48,1,1,1,111,lost customer
1247,90.0,4,2848.94,1,1,3,113,almost lost customer
1248,67.0,1,182.81000000000017,2,1,1,211,high risk customer
1249,106.0,5,4269.85,1,2,4,124,almost lost customer
1250,35.0,10,6093.259999999999,3,4,4,344,recent customer
1251,61.0,4,1481.0700000000002,2,1,1,211,high risk customer
1252,9.0,7,4548.31,4,3,4,434,platinum customer
1253,4.0,4,1948.45,4,1,2,412,becoming loyal
1254,37.0,7,3436.5000000000005,3,3,3,333,recent customer
1255,78.0,3,287.3099999999999,2,1,1,211,high risk customer
1256,81.0,6,2068.61,2,3,2,232,losing customer
1257,256.0,3,1791.15,1,1,2,112,lost customer
1258,52.0,8,5441.22,2,4,4,244,late bloomer
1259,41.0,7,3342.13,3,3,3,333,recent customer
1260,66.0,5,2195.24,2,2,2,222,losing customer
1261,48.0,6,1584.5,2,3,1,231,losing customer
1262,43.0,3,1355.3799999999997,3,1,1,311,late bloomer
1263,42.0,6,2951.0199999999995,3,3,3,333,recent customer
1264,2.0,4,2699.7099999999996,4,1,2,412,becoming loyal
1265,7.0,4,1195.6099999999997,4,1,1,411,becoming loyal
1266,257.0,2,3405.0999999999995,1,1,3,113,almost lost customer
1267,141.0,4,2557.49,1,1,2,112,lost customer
1268,67.0,3,1318.2600000000004,2,1,1,211,high risk customer
1269,211.0,3,935.0600000000001,1,1,1,111,lost customer
1270,205.0,4,2113.08,1,1,2,112,lost customer
1271,187.0,2,950.1199999999999,1,1,1,111,lost customer
1272,24.0,9,4338.639999999999,3,4,4,344,recent customer
1273,23.0,3,1551.7500000000002,3,1,1,311,late bloomer
1274,14.0,9,3532.37,4,4,3,443,platinum customer
1275,149.0,6,1540.08,1,3,1,131,almost lost customer
1276,100.0,2,969.91,1,1,1,111,lost customer
1277,55.0,3,1197.91,2,1,1,211,high risk customer
1278,64.0,4,721.51,2,1,1,211,high risk customer
1279,52.0,6,2422.29,2,3,2,232,losing customer
1280,106.0,4,2799.4199999999996,1,1,3,113,almost lost customer
1281,87.0,3,1186.6099999999997,2,1,1,211,high risk customer
1282,38.0,8,5521.41,3,4,4,344,recent customer
1283,93.0,2,1012.1,1,1,1,111,lost customer
1284,78.0,3,106.49999999999999,2,1,1,211,high risk customer
1285,118.0,7,5553.4,1,3,4,134,high risk customer
1286,51.0,7,2415.24,2,3,2,232,losing customer
1287,67.0,7,5456.969999999999,2,3,4,234,late bloomer
1288,22.0,4,1524.5800000000002,3,1,1,311,late bloomer
1289,11.0,6,3940.48,4,3,3,433,very loyal
1290,44.0,9,7616.04,3,4,4,344,recent customer
1291,16.0,7,5147.26,4,3,4,434,platinum customer
1292,31.0,5,3607.66,3,2,3,323,potential customer
1293,239.0,5,4736.689999999999,1,2,4,124,almost lost customer
1294,176.0,3,917.3199999999999,1,1,1,111,lost customer
1295,29.0,6,1882.9,3,3,2,332,recent customer
1296,130.0,4,2793.2700000000004,1,1,3,113,almost lost customer
1297,2.0,6,2424.53,4,3,2,432,very loyal
1298,141.0,5,4113.36,1,2,4,124,almost lost customer
1299,6.0,7,5957.779999999999,4,3,4,434,platinum customer
1300,20.0,6,6148.619999999999,3,3,4,334,recent customer
1301,12.0,8,2178.71,4,4,2,442,platinum customer
1302,29.0,13,5336.7300000000005,3,4,4,344,recent customer
1303,10.0,6,4352.37,4,3,4,434,platinum customer
1304,3.0,6,2321.0600000000004,4,3,2,432,very loyal
1305,142.0,5,2825.0000000000005,1,2,3,123,almost lost customer
1306,136.0,5,4077.19,1,2,3,123,almost lost customer
1307,90.0,9,4526.73,1,4,4,144,high risk customer
1308,15.0,5,4757.959999999999,4,2,4,424,very loyal
1309,82.0,4,1400.3200000000002,2,1,1,211,high risk customer
1310,20.0,5,2289.2700000000004,3,2,2,322,potential customer
1311,47.0,3,2188.45,2,1,2,212,high risk customer
1312,26.0,4,1292.6000000000001,3,1,1,311,late bloomer
1313,7.0,7,4753.51,4,3,4,434,platinum customer
1314,27.0,5,2894.17,3,2,3,323,potential customer
1315,5.0,8,2216.97,4,4,2,442,platinum customer
1316,32.0,5,2152.88,3,2,2,322,potential customer
1317,10.0,9,7024.709999999999,4,4,4,444,platinum customer
1318,7.0,7,3500.7400000000007,4,3,3,433,very loyal
1319,16.0,3,1579.83,4,1,1,411,becoming loyal
1320,94.0,6,1835.1799999999998,1,3,2,132,almost lost customer
1321,103.0,7,2398.25,1,3,2,132,almost lost customer
1322,63.0,4,4008.84,2,1,3,213,losing customer
1323,53.0,7,1695.3799999999999,2,3,1,231,losing customer
1324,74.0,6,2011.9299999999998,2,3,2,232,losing customer
1325,82.0,1,104.24000000000001,2,1,1,211,high risk customer
1326,10.0,6,3581.0000000000005,4,3,3,433,very loyal
1327,6.0,5,2848.5,4,2,3,423,very loyal
1328,0.0,7,5351.58,4,3,4,434,platinum customer
1329,4.0,10,6968.549999999999,4,4,4,444,platinum customer
1330,75.0,6,5101.120000000001,2,3,4,234,late bloomer
1331,5.0,10,6252.429999999999,4,4,4,444,platinum customer
1332,35.0,7,4492.34,3,3,4,334,recent customer
1333,7.0,3,1924.18,4,1,2,412,becoming loyal
1334,240.0,2,719.98,1,1,1,111,lost customer
1335,52.0,7,3332.6499999999996,2,3,3,233,losing customer
1336,78.0,6,3595.9100000000003,2,3,3,233,losing customer
1337,83.0,6,3417.4200000000005,2,3,3,233,losing customer
1338,231.0,2,234.35999999999996,1,1,1,111,lost customer
1339,102.0,5,4713.22,1,2,4,124,almost lost customer
1340,28.0,8,2120.42,3,4,2,342,recent customer
1341,10.0,4,1213.75,4,1,1,411,becoming loyal
1342,3.0,4,2438.59,4,1,2,412,becoming loyal
1343,20.0,3,1317.1599999999999,3,1,1,311,late bloomer
1344,21.0,3,628.5699999999999,3,1,1,311,late bloomer
1345,43.0,6,5170.950000000001,3,3,4,334,recent customer
1346,15.0,9,6736.53,4,4,4,444,platinum customer
1347,91.0,6,3745.36,1,3,3,133,high risk customer
1348,114.0,5,5915.860000000001,1,2,4,124,almost lost customer
1349,43.0,6,1905.1600000000003,3,3,2,332,recent customer
1350,116.0,2,1235.26,1,1,1,111,lost customer
1351,17.0,6,4638.66,4,3,4,434,platinum customer
1352,88.0,3,1151.6,2,1,1,211,high risk customer
1353,14.0,8,2789.25,4,4,3,443,platinum customer
1354,74.0,3,2464.54,2,1,2,212,high risk customer
1355,8.0,5,2713.7200000000003,4,2,2,422,very loyal
1356,22.0,6,3853.4200000000005,3,3,3,333,recent customer
1357,12.0,9,4732.84,4,4,4,444,platinum customer
1358,3.0,8,4113.039999999999,4,4,4,444,platinum customer
1359,12.0,2,1550.8200000000002,4,1,1,411,becoming loyal
1360,181.0,3,1906.1499999999996,1,1,2,112,lost customer
1361,28.0,6,2536.58,3,3,2,332,recent customer
1362,118.0,2,1736.45,1,1,1,111,lost customer
1363,24.0,7,2744.3399999999997,3,3,2,332,recent customer
1364,64.0,4,1033.8899999999999,2,1,1,211,high risk customer
1365,217.0,4,818.7200000000001,1,1,1,111,lost customer
1366,54.0,5,1614.09,2,2,1,221,losing customer
1367,11.0,7,2760.28,4,3,2,432,very loyal
1368,48.0,6,3581.3399999999997,2,3,3,233,losing customer
1369,178.0,4,2503.4700000000003,1,1,2,112,lost customer
1370,26.0,4,839.2700000000002,3,1,1,311,late bloomer
1371,26.0,4,1270.94,3,1,1,311,late bloomer
1372,66.0,6,2935.6800000000003,2,3,3,233,losing customer
1374,39.0,8,5196.33,3,4,4,344,recent customer
1375,82.0,5,1849.9100000000003,2,2,2,222,losing customer
1376,89.0,6,4576.53,1,3,4,134,high risk customer
1377,75.0,5,2814.08,2,2,3,223,losing customer
1378,12.0,6,4881.55,4,3,4,434,platinum customer
1379,28.0,5,4337.3099999999995,3,2,4,324,potential customer
1380,198.0,3,2550.9400000000005,1,1,2,112,lost customer
1381,113.0,5,4177.610000000001,1,2,4,124,almost lost customer
1382,122.0,2,1946.8899999999999,1,1,2,112,lost customer
1383,57.0,3,3357.8899999999994,2,1,3,213,losing customer
1384,36.0,6,3307.4800000000005,3,3,3,333,recent customer
1385,142.0,5,2624.5699999999997,1,2,2,122,almost lost customer
1386,106.0,3,2724.7200000000003,1,1,2,112,lost customer
1387,215.0,1,641.64,1,1,1,111,lost customer
1388,19.0,6,3792.12,3,3,3,333,recent customer
1389,49.0,8,6119.76,2,4,4,244,late bloomer
1390,1.0,9,3474.54,4,4,3,443,platinum customer
1391,63.0,3,2283.8299999999995,2,1,2,212,high risk customer
1392,107.0,3,3196.2699999999995,1,1,3,113,almost lost customer
1393,30.0,2,669.8900000000001,3,1,1,311,late bloomer
1394,171.0,4,1796.62,1,1,2,112,lost customer
1395,87.0,2,1000.1700000000002,2,1,1,211,high risk customer
1396,9.0,10,7075.58,4,4,4,444,platinum customer
1397,137.0,6,4563.95,1,3,4,134,high risk customer
1398,36.0,7,5649.829999999999,3,3,4,334,recent customer
1399,16.0,4,2234.62,4,1,2,412,becoming loyal
1400,56.0,6,4751.719999999999,2,3,4,234,late bloomer
1401,81.0,4,2405.42,2,1,2,212,high risk customer
1402,40.0,8,3067.58,3,4,3,343,recent customer
1403,164.0,2,685.4300000000001,1,1,1,111,lost customer
1404,7.0,10,5426.7,4,4,4,444,platinum customer
1405,33.0,11,2281.9900000000002,3,4,2,342,recent customer
1406,28.0,6,2396.6999999999994,3,3,2,332,recent customer
1407,0.0,9,3796.5299999999997,4,4,3,443,platinum customer
1408,10.0,3,2731.0899999999997,4,1,2,412,becoming loyal
1409,22.0,4,2564.8100000000004,3,1,2,312,potential customer
1410,60.0,7,5597.109999999999,2,3,4,234,late bloomer
1411,35.0,6,4268.320000000001,3,3,4,334,recent customer
1412,121.0,4,2223.44,1,1,2,112,lost customer
1413,3.0,6,3277.86,4,3,3,433,very loyal
1414,18.0,2,630.21,4,1,1,411,becoming loyal
1415,57.0,4,3062.52,2,1,3,213,losing customer
1416,114.0,4,1266.06,1,1,1,111,lost customer
1417,56.0,7,3873.42,2,3,3,233,losing customer
1418,86.0,5,1983.9700000000003,2,2,2,222,losing customer
1419,22.0,5,972.7900000000002,3,2,1,321,potential customer
1420,38.0,5,2121.6400000000003,3,2,2,322,potential customer
1421,57.0,6,2529.62,2,3,2,232,losing customer
1422,47.0,6,1508.1299999999997,2,3,1,231,losing customer
1423,24.0,6,3233.0899999999997,3,3,3,333,recent customer
1424,76.0,3,1475.88,2,1,1,211,high risk customer
1425,0.0,4,3144.999999999999,4,1,3,413,becoming loyal
1426,48.0,7,3867.3399999999997,2,3,3,233,losing customer
1427,59.0,5,3573.8899999999994,2,2,3,223,losing customer
1428,15.0,10,5508.8,4,4,4,444,platinum customer
1429,31.0,6,861.6199999999999,3,3,1,331,recent customer
1430,108.0,5,1917.0099999999995,1,2,2,122,almost lost customer
1431,19.0,4,955.44,3,1,1,311,late bloomer
1432,33.0,6,3727.0600000000004,3,3,3,333,recent customer
1433,131.0,3,1908.57,1,1,2,112,lost customer
1434,124.0,2,1127.95,1,1,1,111,lost customer
1435,33.0,7,5393.83,3,3,4,334,recent customer
1436,72.0,5,3404.37,2,2,3,223,losing customer
1437,143.0,3,2636.2000000000003,1,1,2,112,lost customer
1438,6.0,10,5503.889999999999,4,4,4,444,platinum customer
1439,65.0,3,1005.2400000000001,2,1,1,211,high risk customer
1440,19.0,6,6362.47,3,3,4,334,recent customer
1441,158.0,2,562.46,1,1,1,111,lost customer
1442,53.0,2,109.02000000000001,2,1,1,211,high risk customer
1443,44.0,10,5004.26,3,4,4,344,recent customer
1444,38.0,5,1281.31,3,2,1,321,potential customer
1445,6.0,6,3423.12,4,3,3,433,very loyal
1446,10.0,7,4495.52,4,3,4,434,platinum customer
1447,97.0,7,4553.86,1,3,4,134,high risk customer
1448,237.0,1,128.45999999999992,1,1,1,111,lost customer
1449,14.0,6,4565.33,4,3,4,434,platinum customer
1450,42.0,7,2959.59,3,3,3,333,recent customer
1451,83.0,6,4060.3100000000004,2,3,3,233,losing customer
1452,2.0,5,3431.62,4,2,3,423,very loyal
1453,0.0,5,3265.7500000000005,4,2,3,423,very loyal
1454,5.0,4,1428.06,4,1,1,411,becoming loyal
1455,32.0,4,1659.49,3,1,1,311,late bloomer
1456,8.0,4,874.93,4,1,1,411,becoming loyal
1457,65.0,6,1892.8300000000002,2,3,2,232,losing customer
1458,198.0,3,3273.3300000000004,1,1,3,113,almost lost customer
1459,98.0,4,4557.6,1,1,4,114,almost lost customer
1460,12.0,8,10787.599999999999,4,4,4,444,platinum customer
1461,18.0,7,5805.92,4,3,4,434,platinum customer
1462,81.0,5,2331.52,2,2,2,222,losing customer
1463,110.0,5,2171.7299999999996,1,2,2,122,almost lost customer
1464,106.0,6,873.9300000000001,1,3,1,131,almost lost customer
1465,107.0,4,1429.5,1,1,1,111,lost customer
1466,33.0,3,978.4200000000001,3,1,1,311,late bloomer
1467,13.0,7,1825.83,4,3,2,432,very loyal
